t_stamp,Tapp_plus2,Tapp,Tapp_prev1,PCI_3,PCI_4,PCI_5,HOD_2,HOD_3,HOD_4,COD_2,COD_3,COD_4,SGR610,BFR_1,BFR_2,CKR610,HL_1,HL_2,HL_3,BTemp_2,BTemp_3,HODm3,PCIm3,BMoist_1,BMoist_2,Time_Since_Tap_Open
2017-01-25 12:48:00,1477.190323,1479.9,1481.967568,2.48,1.04,1.24,-235.24,2139.91,1649.44,-235.24,2139.91,1649.44,63483.9,40146.9,-3687.2,74132.3,2228.72,2452.14,1328.08,0.47,1.06,15606.26012,55.9084733,0.03,-0.03,78
2017-01-25 15:23:00,1475.828571,1476.4,1477.754839,-2.46,-3.05,-1.81,-783.28,-782.88,-953.86,-783.28,-782.88,-953.86,63224.1,24934,-12172.6,74138.9,11196.4,7444.1,-3064.24,1.84,0.98,17019.72988,56.31980143,0.03,-0.04,73
2017-01-25 18:32:00,1471.793194,1475.5,1475.785714,2.34,4.59,0.61,544.27,1018.48,1928.26,544.27,1018.48,1928.26,63172.8,1947.8,5329.8,74154.4,-1493.46,6988.12,-1048.42,0.51,0.24,16955.00573,55.81652928,-0.04,-0.07,67
2017-01-25 21:43:00,1479.822222,1469.6,1471.453403,-2.44,-2.37,-2.53,-1318.2,-1309.43,-1293.62,-1318.2,-1309.43,-1293.62,63151.3,-11521.8,-12362.5,74177,-820.53,-1952.46,5395.43,-0.86,0.7,17876.93312,57.73297817,-0.02,-0.09,63
2017-01-26 00:52:00,1482.373267,1485.7,1480.588889,-0.59,-0.43,-1.12,7.79,103.11,-230.2,7.79,103.11,-230.2,63072.2,2257.6,-3974,74219.2,13233.25,11629.47,8292.89,0.08,0.25,17142.52231,56.59053844,-0.01,0.01,77
2017-01-26 04:14:00,1478.337288,1480.1,1481.763366,0.61,-1.06,-0.65,124.38,-98.08,-748.2,124.38,-98.08,-748.2,63063.8,-301.5,2277.3,74202.7,-7120.54,7228.12,-1008.57,-0.55,-0.68,17246.97539,56.15432359,-0.02,-0.09,74
2017-01-26 07:11:00,1509.069231,1477.5,1478.381356,-1.59,-1.6,-1.09,-196.69,-524.53,-543.06,-196.69,-524.53,-543.06,62443.6,-5075.9,-1391.2,74326.4,1501,4947.08,-1343.53,0.97,0.71,17008.26512,56.1965942,0.06,0,96
2017-01-26 09:21:00,1503.870213,1511.7,1495.915385,-2.86,-2.53,-3.54,-690.65,-1167.92,-1068.81,-690.65,-1167.92,-1068.81,62184.9,1550.5,-3399.2,74430,6020.45,8501.68,7129.82,1.41,0.33,16689.92099,55.02583405,0.02,0.02,91
2017-01-26 11:42:00,1502.427273,1502.5,1506.414894,-1.89,-2.61,-2.38,-200.82,-674.01,-848.44,-200.82,-674.01,-848.44,62178.6,6814.1,3907.5,74396.3,-3648,4382.38,4511.19,0.63,0.38,16055.77696,53.46864075,0.03,0.07,72
2017-01-26 14:27:00,1490.138686,1502.4,1502.436364,0.09,0.08,-1.62,-358.77,-148.37,-218.48,-358.77,-148.37,-218.48,62146.6,3129.3,-1758.3,74107,4533.57,-8266.67,-7011.45,-0.26,-0.21,15318.20642,51.25356848,0.01,-0.03,77
2017-01-26 16:23:00,1499.960584,1489.8,1496.317241,-0.29,-0.66,-0.37,-235,-469.04,-609.02,-235,-469.04,-609.02,62106.8,1237.1,-2724.7,74141.7,1562.81,-775.5,625.41,-0.33,0.77,15165.48942,50.74488246,0,-0.08,48
2017-01-26 18:40:00,1489.52973,1501.4,1496.319708,0.5,0.24,1.04,-10.75,202.59,138.59,-10.75,202.59,138.59,62053.9,677.3,-94.6,74309.8,-3000.55,-1026.34,-3084.93,-0.59,-0.17,14798.14911,50.70438539,-0.01,0.12,55
2017-01-26 21:45:00,1484.620362,1483.1,1489.035135,-2.2,-2.16,-2.11,6391.14,-719.99,-807.7,6391.14,-719.99,-807.7,62243.5,30834.7,65030.1,74000.1,11071.49,1056.92,-4965.3,-0.6,-0.66,14964.62489,50.66549578,0.09,0.07,70
2017-01-27 01:26:00,1472.493103,1485.9,1485.139819,-0.02,3.39,8.61,127.06,200.58,1119.86,127.06,200.58,1119.86,62442,3138.8,-397.9,73710.7,1462.34,4877.06,4110.81,-1.15,-0.96,14393.20326,49.60448474,0,0.02,66
2017-01-27 03:51:00,1459.047594,1469.7,1476.403448,1.16,5.18,0.89,999.86,861.45,2516.63,999.86,861.45,2516.63,62405.6,1476.7,3411.7,73674,-6528.48,-1871.46,6156.23,0.24,0.85,14363.53319,49.41304084,0,-0.08,66
2017-01-27 06:58:00,1462.1,1453.1,1458.426203,3.19,3.24,4.31,676.28,776.01,641.81,676.28,776.01,641.81,61984.3,1025,1180.5,73749.5,-2657.25,-2623.65,-7002.49,0.83,0.14,15489.67806,51.17021014,0,0,68
2017-01-27 09:22:00,1441.376923,1463.9,1459.4,2.85,4.41,4.7,-335.56,-364.31,210.67,-335.56,-364.31,210.67,73186.8,-608.6,429.6,72869.9,-18001.9,-1981.77,-15383.77,1.35,-0.18,16061.29962,53.4424573,-0.07,-0.03,72
2017-01-27 11:32:00,1459.96,1439.5,1450.761538,1.62,1.77,3.01,47.56,785.53,-485.38,47.56,785.53,-485.38,61946.7,-54.8,-1413.9,73861.8,-6002.66,-10140.03,-26036.88,0.16,0.23,15625.94402,55.47985302,-0.02,0.04,67
2017-01-27 14:52:00,1452.654545,1473.6,1463.37,-2.66,-3.09,-3,-3385.64,-3406.39,-3569.72,-3385.64,-3406.39,-3569.72,62219.6,-3879.4,-17202.6,74037.6,2114.46,6101.12,9378.11,-0.79,-4.54747E-13,16060.25328,56.87576887,0.01,0.07,97
2017-01-27 17:37:00,1448.502128,1444.8,1455.272727,0.07,-0.74,-2.52,15.34,-2466.01,-2785.54,15.34,-2466.01,-2785.54,63019.6,-154.3,-211.7,73991.7,7928.89,8317.41,8312.83,0.89,0.05,14075.68893,54.05911066,-0.07,-0.07,87
2017-01-27 20:45:00,1458.34502,1450.6,1448.748936,4.73,5.16,5.55,1142.04,1305.13,1367.23,1142.04,1305.13,1367.23,63412.4,4704.7,11291.2,73944.6,-4412.11,-24788.86,-8516.46,0.55,0.57,12626.94414,54.71294471,-0.02,0.02,80
2017-01-28 00:56:00,1488.633333,1466.8,1462.92749,-0.3,-0.13,-0.69,-106.01,-78.44,-38.57,-106.01,-78.44,-38.57,63400.8,1628.5,-2240.6,73811.9,-190.97,1236.07,-33287.6,0.42,0.31,13968.10093,59.42492738,0.08,0.01,51
2017-01-28 03:20:00,1491.26087,1493,1482.083333,0.2,0.1,-4.88498E-14,1277.65,1366.61,1338.29,1277.65,1366.61,1338.29,63409.2,-2028.9,3535.1,73814.6,-1794.28,-7803.34,6790.59,1.53,0.4,13955.05344,59.40768946,0.03,-0.01,65
2017-01-28 05:38:00,1496.587786,1491,1491.869565,-1.98,-1.69,-0.51,333.18,-493.52,868.27,333.18,-493.52,868.27,63414.9,5229.9,3161.8,73944.1,16696.91,31387.75,26526.2,1.24,0.62,15445.0196,60.67673052,-0.09,-0.03,63
2017-01-28 07:49:00,1476.160403,1497.1,1494.306107,0.72,0.14,-2.1,222.68,677.3,629.86,222.68,677.3,629.86,63413.2,-2140,-509.5,73915.9,10157.2,6825.37,28972.19,0.7,-0.58,14870.63729,58.12609231,0.03,-0.05,69
2017-01-28 10:18:00,1474.396703,1471.1,1481.569799,-0.11,0.45,0.9,138.01,1341.74,845.51,138.01,1341.74,845.51,63522.8,375.9,442.7,73811,-15899.76,4408.01,-5400.26,0.61,-0.07,15125.70532,59.14786822,0.03,0.03,68
2017-01-28 13:20:00,1476.468421,1476.1,1474.451648,-7.09,-7.38,-7.26,-2023.99,-2369.31,-2218.23,-2023.99,-2369.31,-2218.23,63672.7,-33792.1,-28855,73911.3,3415.8,13551.29,7227.37,-0.49,0.02,16112.08388,58.96754225,-0.08,-0.05,105
2017-01-28 17:08:00,1476.32381,1476.8,1476.615789,4.6,6.59,0.23,1603.17,1507.77,2260.45,1603.17,1507.77,2260.45,63662.5,9612.6,21029.5,73907.6,-9205.4,1003.9,448.28,-0.78,1.38,14496.37125,53.72490368,-0.06,0.03,73
2017-01-28 19:14:00,1472.078894,1476.3,1476.538095,1.36,2.44,4.5,144.27,596.53,959.46,144.27,596.53,959.46,63667.2,10252.8,2152,73969.8,-14599.17,-689.17,-8116.67,0.22,0.08,15564.14175,57.00727939,0.1,0.11,69
2017-01-28 22:33:00,1481.443713,1469.3,1471.410553,-1.51,-0.88,-0.34,39.08,-244.64,-46.55,39.08,-244.64,-46.55,63662.5,-7607,-2570.6,73866,-6808.64,-19363.02,-2278.36,-1.64,-1.06,16001.68957,57.88564744,0.09,0.03,98
2017-01-29 01:20:00,1482.862722,1486.2,1480.128144,0.5,0.95,1.01,497.75,300.77,494.28,497.75,300.77,494.28,63662.6,-956.2,5367,73868.9,11260.87,-10551.43,190.02,-0.26,0.44,16031.64907,57.3353481,0.07,0.08,60
2017-01-29 04:09:00,1500.966667,1481.5,1483.168639,-0.51,-1.55,-0.15,4.24,-72.33,-271.64,4.24,-72.33,-271.64,63667.4,10753.2,3382.8,73928.9,-2429.8,15874.31,11068.94,0.84,-0.36,16286.75696,57.98911879,0.02,0.17,64
2017-01-29 06:24:00,1486.570732,1503.4,1493.666667,1.98,-0.51,-0.94,-331.39,492.61,-101.35,-331.39,492.61,-101.35,63659,1418.8,-891,73837.3,864.45,-7998.4,-737.91,0.94,-0.18,15721.55477,55.76649798,0.03,0.03,69
2017-01-29 09:08:00,1501.066667,1480.4,1488.814634,-0.7,-0.11,-0.3,-41.23,-200.33,-203.49,-41.23,-200.33,-203.49,63883,-1601.5,-845.1,73938.9,595.2,14291.51,16177.88,0.2,-0.94,16079.08728,57.27094793,0.05,0.01,53
2017-01-29 11:32:00,1493.2,1505.2,1494.866667,-3.74,-10.81,-11.18,-3675.62,-1214.54,-3636.67,-3675.62,-1214.54,-3636.67,64222.7,-18219.8,-54706.1,73913.6,7472.6,-140.69,1359.11,0.87,0.55,15257.929,54.81402621,0.5,0.62,67
2017-01-29 14:22:00,1494.769832,1488.2,1494.2,-5.51,-12.93,-14.29,-158.77,-4003.17,-6534.77,-158.77,-4003.17,-6534.77,65081.4,-372.8,474,73643.2,73.67,-9272.34,-28660.42,0.99,0.69,12269.48276,46.64250327,0.1,0.08,87
2017-01-29 17:21:00,1487.653333,1498,1494.715084,0.18,0.34,0.35,-48.43,1110.9,1001.61,-48.43,1110.9,1001.61,64927.4,1131.7,600.3,73627.3,-5744.14,-15398.66,-15081.49,0.27,-0.44,9291.572052,43.03911769,-0.02,9.76996E-15,76
2017-01-29 21:06:00,1497.606711,1478.6,1483.773333,-1.32,-2.58,-2.69,-155.99,-1140.05,-1578.11,-155.99,-1140.05,-1578.11,63498.9,-1347.5,-3208.6,73846.9,6401.55,10940.79,19487.22,1.1,1,9750.295476,41.65645859,-0.23,-0.19,101
2017-01-29 23:35:00,1485.7,1502.2,1492.696644,8.48,8.02,8.08,2296.76,2184.14,2019.52,2296.76,2184.14,2019.52,62526.2,22712,46748.9,74089.5,11159.64,15692.61,17010.57,0.32,0.24,8661.885308,40.46871427,0.12,0.04,95
2017-01-30 02:39:00,1471.198343,1476.9,1485.15,1.97,6.41,10.48,176.8,682.33,1831.2,176.8,682.33,1831.2,62404.6,881.1,1174.5,74182,-13952.96,-17448.05,-12907.01,0.68,-0.65,10897.23024,49.03610279,-0.02,0.15,69
2017-01-30 05:40:00,1468.370175,1468.3,1471.150829,-0.73,-0.53,-0.39,-82.47,-182.08,-128.2,-82.47,-182.08,-128.2,62424.5,-1336,-365.3,74290,-5645.99,7409.64,8611.69,1.38,0.69,11566.40868,50.81513142,-0.06,0.45,85
2017-01-30 08:31:00,1474.616867,1468.4,1468.364912,1.66,1.78,1.27,3196.93,3039.82,3101.13,3196.93,3039.82,3101.13,62417.1,4171,13983.9,74270.5,17931.69,16499.32,16591.52,0.38,0.18,11496.23091,50.54226497,-0.03,-0.01,71
2017-01-30 11:17:00,1480.190751,1477,1473.891566,0.17,-0.6,1.36,-63.89,37.53,-229.4,-63.89,37.53,-229.4,62384.4,-380.4,-361.5,74120.9,2013.24,-7647.91,-3123.85,-1.14,-1.43,14454.6635,51.92292782,-0.03,0.06,87
2017-01-30 14:10:00,1487.14908,1481.6,1480.004624,-0.79,-0.62,-1.45,-60.09,-262.3,-211.14,-60.09,-262.3,-211.14,62441.3,-3327.5,-796.4,74201.2,-5089.84,3911.21,-9731.62,-2.01,0.01,14296.0276,51.44753396,0.07,0.31,75
2017-01-30 15:54:00,1477.068098,1488.7,1484.603846,0.22,0.76,0.13,159.24,45.96,149.87,159.24,45.96,149.87,62547.4,2901.5,2160.7,74311,4931.78,-5370.35,-7748.55,-0.51,-1.23,14260.09819,51.36551074,0.09,0.22,64
2017-01-30 18:37:00,1483.992308,1472.9,1478.715951,-0.77,0.01,0.09,-2387.19,-2642.79,-2394.97,-2387.19,-2642.79,-2394.97,62770.1,-929.4,-2445.2,74361.2,5273.12,8470.06,-25061.22,-0.88,-0.74,14431.29246,51.91331745,0.15,0.11,52
2017-01-30 20:17:00,1474.953846,1485.8,1478.06,0.94,-0.4,-0.03,200.89,221.74,-2496.95,200.89,221.74,-2496.95,62823.5,3258,3208.9,74351.5,-4072.3,8020.35,16728.3,-0.63,-0.03,12961.57606,51.55367206,-0.1,-0.03,52
2017-01-30 22:53:00,1471.114634,1471.7,1477.123077,0.53,0.67,0.71,-136.78,-65.47,11.26,-136.78,-65.47,11.26,62846.7,2922,935.4,74576.9,10742.29,6167.96,-2347.82,-0.29,-0.99,12081.21867,51.91438837,-0.11,-0.09,58
2017-01-31 01:37:00,1468.064835,1470.9,1471.192683,0.03,0.7,0.29,58.72,16.22,50.9,58.72,16.22,50.9,62932,5557.9,907.9,74777.9,-330.46,-7403.29,-8046.68,-0.19,-0.5,11866.04278,51.78975591,0.07,0.07,72
2017-01-31 04:39:00,1473.385047,1466.6,1468.017582,-0.12,0.96,-0.02,190.07,125.24,500.74,190.07,125.24,500.74,63024.7,1857.1,1162.9,74733.6,-641.48,-408.95,-4312.21,-0.24,-0.45,11880.36679,51.8430323,-0.02,-0.05,69
2017-01-31 08:13:00,1488.107035,1478.7,1475.307477,-0.51,-0.97,-0.74,-131.36,-106.3,-462.73,-131.36,-106.3,-462.73,63019.4,-2803.2,-2542.4,74655.8,7669.31,2269.73,8673.94,-0.54,0.9,11921.15368,51.78277953,-0.15,-0.22,78
2017-01-31 11:32:00,1504.124561,1494.3,1489.596482,-2.62,-5.1,-3.37,-568.62,-856.94,-1577.95,-568.62,-856.94,-1577.95,63026.3,-563.3,-4906.7,74632.6,-2728.42,-2285.09,4913.02,0.34,-0.47,11426.59902,50.07459193,-0.01,-0.3,82
2017-01-31 14:23:00,1491.435135,1508.3,1503.387719,0.01,0.23,-1.04,-113.97,-181.77,-124.62,-113.97,-181.77,-124.62,63035.7,652.2,1093.3,74817.1,2742.26,5763.96,-7735.59,0.56,0.19,10457.51894,47.31128242,0.22,-0.14,88
2017-01-31 16:51:00,1482.945255,1487.5,1495.932432,-1.37,-1.41,-1.48,-132.27,-564.71,-767.16,-132.27,-564.71,-767.16,63041.5,-1370.6,-481.5,74716.4,-487.27,1444.47,12556.44,0.38,0.26,10242.06208,47.11301707,0.13,0.13,66
2017-01-31 19:08:00,1485.137438,1482.3,1484.577372,-0.03,-0.24,-1.38,7.1,-224.47,-278.56,7.1,-224.47,-278.56,63074.6,-527.1,841,74650.6,-10200.89,-11637.08,-9445.67,0.84,-0.14,9712.572338,45.80538614,-0.38,-0.27,58
2017-01-31 22:31:00,1505.808075,1487.1,1485.681281,-0.24,-0.55,-0.83,-478.82,-339.53,-250.58,-478.82,-339.53,-250.58,63913.9,-1017.4,-988.8,75493.7,-6264.84,-4697.63,863.85,-0.72,0.73,9692.796924,45.79106124,-0.09,-0.09,81
2017-02-01 01:12:00,1504.091429,1512.2,1502.845963,-1.47,-2.9,-2.84,-653.49,-451.8,-1334.48,-653.49,-451.8,-1334.48,65378.8,4027.3,-750.8,77293,1377.05,-3306.07,-7233.23,14.33,42.17,9459.720503,45.19679896,-0.14,0.12,67
2017-02-03 03:04:00,1474.339241,1461.2,1461.787234,-1.06,-1.35,-2.16,-27.39,-578.4,-667.83,-27.39,-578.4,-667.83,64111,-780.2,-539.7,81166.9,-2532.27,-464.95,-7226.92,0.43,0.87,4697.768053,35.53976332,0.26,0.69,94
2017-02-03 05:42:00,1492.824607,1478.5,1471.93038,3.84,3.87,3.96,741.79,985.18,988.3,741.79,985.18,988.3,65002.4,22295.8,20889.4,76767.8,1884.03,10132.38,13891.12,0.27,-0.59,4285.226323,34.62219416,-0.55,-0.5,82
2017-02-03 08:53:00,1484.67561,1501.3,1494.137696,1.87,7.09,6.93,2392.53,2260.35,3728.16,2392.53,2260.35,3728.16,65152.8,924.9,5908.2,77732.8,4335.06,5087.84,2025.25,-1.57,-1.31,5580.189353,40.2079315,-0.26,0.03,93
2017-02-03 12:18:00,1467.926316,1472.9,1481.212195,2.39,1.81,0.36,2226.88,2201.04,1489.6,2226.88,2201.04,1489.6,65033.5,-3573.2,9639.8,76609.9,-5399.42,199.29,2301.59,0.79,-0.2,7792.907611,41.52326791,-0.1,-0.3,63
2017-02-03 14:50:00,1454.980952,1466.6,1469.086842,5.38,5.1,7.2,2429.44,1757.41,3129.7,2429.44,1757.41,3129.7,64542.4,147.2,28943.7,75711.1,-875.47,-484.7,-14021.04,-0.45,0.24,9555.83735,43.02769114,-0.41,-0.6,70
2017-02-03 17:59:00,1425.407692,1448.3,1454.109524,2.93,2.36,13.02,885.92,1417.2,1202.56,885.92,1417.2,1202.56,63430.8,-1657.5,625.6,74023.6,184.39,-6938.84,-7852.34,-1.11,-0.52,11457.22055,48.30116516,0.09,-0.22,69
2017-02-03 20:09:00,1419.932432,1423.5,1434.946154,-2.9,-2,-0.36,-1096.42,-686.85,-203.93,-1096.42,-686.85,-203.93,63329.6,-19088.2,-21316.1,74639.7,535,-2937.48,-1715.11,-0.51,0.81,12569.55902,50.79221201,-0.04,-0.15,89
2017-02-03 23:14:00,1445.525773,1418,1419.783784,6.11,5.45,1.87,240.31,1605.11,1748.24,240.31,1605.11,1748.24,63340.9,1353.6,523.6,74761.2,4330.81,901.15,1907.93,-1.32,-1.01,11863.51139,48.50613396,-0.07,-1.5099E-14,74
2017-02-04 02:28:00,1460.082734,1462.5,1448.737113,0.09,1.87,1.33,-80.31,-146.18,576.36,-80.31,-146.18,576.36,63456.9,3111.2,-1241.6,74449.3,755.08,7121.14,10919.25,0.8,0.8,13591.27961,54.41997631,-0.22,0.04,68
2017-02-04 04:47:00,1467.089163,1459.7,1460.908633,-0.28,-0.01,-0.35,41.03,0.34,20.31,41.03,0.34,20.31,63535.2,-1660.9,16.9,74423.3,6944.83,10186.93,7925.9,0.76,-0.2,13671.63865,54.75807416,-0.2,-0.32,77
2017-02-04 08:10:00,1475.974194,1472.2,1468.505419,0.56,-0.03,-0.22,-156.91,-71.86,-68.06,-156.91,-71.86,-68.06,64032.5,-888.8,-1925.2,73950.9,9307.07,19154.42,23273.31,-1.32,-0.59,13722.79729,54.61201344,0.15,0.08,60
2017-02-04 10:14:00,1471.852809,1476.1,1474.212903,-3.34,-3.66,-2.68,-2190.95,-2268.9,-2381.33,-2190.95,-2268.9,-2381.33,64172.8,17216,-16693.2,73950.6,16019.33,11638.13,16429.73,0.85,0.14,13710.95782,54.8737146,0.22,0.03,74
2017-02-04 13:12:00,1483.278261,1469.8,1471.923596,-0.79,5.1,-3.88,-1472.21,-1268.18,-344.19,-1472.21,-1268.18,-344.19,64253.4,-1795,-1121.5,73847.4,5451.4,-65.8,11971.88,-0.48,0.44,11299.09169,51.02521696,0.22,0.04,77
2017-02-04 15:30:00,1474.558741,1485.3,1478.56087,0.2,-2.15,0.49,311.42,241.89,-1767.68,311.42,241.89,-1767.68,64496.1,7903.3,1327.2,73491,574.8,-6007.8,-4937.3,-0.45,0.12,10306.08476,51.07526108,-0.01,-0.02,65
2017-02-04 17:53:00,1488.879562,1472.5,1477.870629,-7.29,-8.47,-8.08,-2889.44,-2110.71,-2345.65,-2889.44,-2110.71,-2345.65,64761.9,-43694.2,-41673.7,73102.2,14456.3,16333.9,-4290.9,-2.59,-0.86,10181.92573,50.39723669,0.04,0.23,58
2017-02-04 20:10:00,1477.430624,1491.2,1483.010219,-5.21,-5.44,-5.16,-489.15,-1602.24,-1965.43,-489.15,-1602.24,-1965.43,64804.3,1178,-905.8,72967.3,9421.58,-8319.84,-33116.41,1.21,2.8,10249.88121,50.68977373,0.6,0.96,60
2017-02-05 13:00:00,1465.967442,1471.2,1467.776271,2.06,1.25,0.74,415.18,545.8,103.62,415.18,545.8,103.62,64881.7,13347.7,11043.4,73173.6,17673.88,18373.99,27677.21,0.04,-0.82,9558.311636,48.56359793,-0.09,-0.03,70
2017-02-05 15:52:00,1464.866667,1463.7,1466.316279,-1.51,0.75,0.66,-350.69,-244.88,213.98,-350.69,-244.88,213.98,65049.4,-6380.2,-9273.8,73351.5,7439.85,-12218.35,-18015.92,0.77,0.16,9919.164443,50.26737239,-0.04,0.22,57
2017-02-05 18:16:00,1475.545596,1465.1,1464.516667,4.38,-0.07,-0.1,1111.73,2285.28,1191.85,1111.73,2285.28,1191.85,65035.9,-511.9,2153.2,73250.3,2029.02,4767.03,8080.14,0.16,0.07,9361.950182,47.80012682,-0.02,-0.13,41
2017-02-05 21:29:00,1474.042857,1481.9,1476.677202,-0.08,0.14,0.84,97.52,9.64,-233.02,97.52,9.64,-233.02,64806.8,3485.2,1253.4,72742.6,519.6,3395.1,-7268.1,-0.06,-0.6,11158.87238,50.38796075,0.01,0.01,64
2017-02-06 00:17:00,1493.196774,1470.9,1474.828571,-2.09,-1.04,-1.68,-340.51,-702.71,-391.71,-340.51,-702.71,-391.71,64461.4,-872.8,-2568.6,72657.3,4082.13,3641.1,4474.57,-0.54,-0.41,11087.67363,50.10760797,-0.02,2.66454E-14,72
2017-02-06 02:52:00,1488.606977,1499.7,1488.551613,0.24,0.31,0.58,-163.82,81.67,-89.13,-163.82,81.67,-89.13,64464.3,4328.1,2003.5,72708.3,19235.79,14189.05,2416.9,-0.9,-0.59,10642.08005,48.76972127,-0.03,-0.02,67
2017-02-06 05:44:00,1480.345455,1483.8,1489.346512,0.11,0.83,0.76,11.65,18.42,218.7,11.65,18.42,218.7,64487,-820.5,3631.8,72619.4,669.37,25779.85,-1868.3,0.78,-0.94,10630.55727,48.79911887,-0.11,-0.31,69
2017-02-06 07:56:00,1483.466667,1480,1481.727273,0.68,1.02,1.04,104.41,-235.4,-290.36,104.41,-235.4,-290.36,64271.2,1012.3,1874.9,70138.1,-5282.19,-14107.42,-18276.02,0.02,-0.93,10833.18067,48.85364771,-0.12,0.03,56
2017-02-06 10:11:00,1471.491837,1483.9,1482.166667,0.33,0.71,0.96,-1122.44,-1068.11,-1340.54,-1122.44,-1068.11,-1340.54,64337.6,1671.4,-71.9,69434.5,-12954.47,-2239.71,-7548.75,0.53,-0.76,10637.06122,49.47832476,0.43,0.35,66
2017-02-06 12:38:00,1474.081818,1468.7,1474.904082,-2.23,-2.11,-2.61,-666.76,-1829.41,-1865.02,-666.76,-1829.41,-1865.02,64642.9,-9466.6,-12387.4,72166.3,5889.44,23400.69,20522.26,-0.69,-1.2,10363.24991,49.47197767,-0.11,0.12,63
2017-02-06 15:23:00,1473.911321,1476.1,1473.409091,-0.27,-1.92,-2.4,-20.77,-82.86,-522.99,-20.77,-82.86,-522.99,64642.3,-4258.4,269.2,72219.3,-18823.93,-3089.26,-11307.83,0.5,-0.11,9049.087505,48.3581306,0.02,-0.25,68
2017-02-06 18:02:00,1479.043478,1473.2,1474.29434,-0.52,-0.61,-0.47,-19.25,35.95,8.52,-19.25,35.95,8.52,64738.5,-1567.3,-3223.8,71895.8,3103.9,-20428.36,-10357.33,-0.67,0.02,8796.61587,47.36999087,-0.13,-0.28,62
2017-02-06 21:52:00,1472.625,1484.4,1481.478261,-0.16,-0.46,0.11,1829.34,-55.51,-324.2,1829.34,-55.51,-324.2,64831,-6375.4,44457,71730.7,-2166.82,776.78,-18772.92,0,-0.29,8709.089891,46.62925445,-0.02,0.05,67
2017-02-07 00:32:00,1473.5,1468.7,1474.5875,0.28,3.58,6.11,-194.17,77.6,582.89,-194.17,77.6,582.89,64497.2,5254.9,-625.1,71660.6,3815.02,9561.06,11772.69,-1.09,0.02,8934.384329,47.51508666,-0.11,-0.25,62
2017-02-07 03:22:00,1471.162651,1475.5,1473.1,0.17,2.15,0.73,447.17,215.57,752.9,447.17,215.57,752.9,63883.3,3666.1,5309.7,71129.2,11177.32,15557.08,11045.53,0.92,-0.14,8832.857613,47.56468787,-0.01,-0.01,62
2017-02-07 06:08:00,1464.115385,1469.5,1471.668675,0.39,1.8,0.8,453.77,205.69,571.66,453.77,205.69,571.66,63864.7,1912.5,-33,70851.5,12305.86,12758.6,2783.68,0.87,-0.26,9052.846277,47.72027719,0.02,-0.04,53
2017-02-07 08:44:00,1456.201357,1462.5,1465.192308,-6.19,-5.54,-5.29,-1633.67,-1557.75,-1066.09,-1633.67,-1557.75,-1066.09,63866.4,-3522.4,-31250.6,70884.9,-145.41,-3390.28,7481.2,0.2,-0.05,9306.10731,48.25613394,-0.07,0.13,69
2017-02-07 12:25:00,1460.42,1450.9,1454.049321,-0.09,-0.71,-5.62,43.43,-64.5,-236.71,43.43,-64.5,-236.71,63857.2,-2040.8,1309.1,70901.7,-5482.65,-5280.89,-14555.56,0.29,-0.75,7832.267615,42.24809298,-0.04,0.05,95
2017-02-07 14:55:00,1468.8,1462.8,1458.04,1.71,2.15,1.64,-103.47,387.25,603.1,-103.47,387.25,603.1,63861.2,-7444.7,-1417.8,70929,-11367.93,-4789.61,-1725.69,-1.81,0.06,7865.990067,42.3907997,-0.09,-0.01,70
2017-02-07 18:37:00,1486.421739,1473.9,1470.9,-0.27,-0.06,0.06,-139.99,-129.02,-85.87,-139.99,-129.02,-85.87,63888,-3354.2,-2085.9,71256,2489.26,12372.16,15125.53,-0.6,0.44,8356.964145,44.20670016,-0.16,-0.17,67
2017-02-07 20:55:00,1470.093103,1488.3,1482.03913,0.03,0.08,-0.19,71.89,60.06,36.89,71.89,60.06,36.89,63888,1240.9,764.7,71256,515.53,-8016.44,-6229.55,-1.31,0.81,8387.698419,44.31198099,0.01,0.03,55
2017-02-07 23:49:00,1479.686802,1461.9,1471.003448,0.45,0.84,0.44,461.56,45.66,132.82,461.56,45.66,132.82,63888,-2538.6,9589.7,71256,-6690.54,-16397.35,-21283.65,-0.77,-0.38,8273.737503,43.94775642,0.01,0.06,54
2017-02-08 03:06:00,1479.17947,1491.1,1482.206599,0.22,0.38,1.02,-3.17,58.51,136.46,-3.17,58.51,136.46,63888,1982,121,71256,5343.69,3402.71,2741.47,-0.85,-1.13,8452.743418,44.82480166,-0.12,-0.22,76
2017-02-08 05:37:00,1466.9,1476.1,1482.060265,2.39,2.08,1.97,-12.53,656.91,556.83,-12.53,656.91,556.83,63888,850.8,504.9,71256,683.13,15039.01,18096.73,0.01,0.5,8528.426635,45.09150215,-0.14,-0.1,67
2017-02-08 08:07:00,1461.163107,1464.6,1469.2,1.45,1.03,2.81,422.91,518.22,376.21,422.91,518.22,376.21,63888,-1328.9,-628.2,71256,-9170.98,-3339.48,-1120.14,-1.92,1.32,9013.172906,46.8155926,0.03,-0.05,72
2017-02-08 11:33:00,1460.783832,1458.7,1460.418447,-0.05,-0.2,1.27,-4.24,507.4,412.01,-4.24,507.4,412.01,63888,319.9,-333.7,71256,2295.23,5331.33,-7534.93,0.74,-0.38,9727.144869,48.33323465,-0.07,-0.07,83
