t_stamp,T,Tapp_plus6,Tapp_plus5,Tapp_plus4,Tapp_plus3,Tapp_plus2,Tapp_plus1,Tapp_prev1,Tapp_prev2,Tapp_prev3,Tapp_prev4,Tapp_prev5,Tapp_prev6,Tapp_prev7,Tapp_prev8,Tapp_prev9,Tapp_prev10,BFR_1,BFR_2,BFR_3,BFR_4,BFR_5,BFR_6,BFR_7,BFR_8,BFR_9,BFR_10,BTemp_1,BTemp_2,BTemp_3,BTemp_4,BTemp_5,BTemp_6,BTemp_7,BTemp_8,BTemp_9,BTemp_10,BMoist_1,BMoist_2,BMoist_3,BMoist_4,BMoist_5,BMoist_6,BMoist_7,BMoist_8,BMoist_9,BMoist_10,HOD_1,HOD_2,HOD_3,HOD_4,HOD_5,HOD_6,HOD_7,HOD_8,HOD_9,HOD_10,HOD13,HOD12,HOD24,COD_1,COD_2,COD_3,COD_4,COD_5,COD_6,COD_7,COD_8,COD_9,COD_10,COD13,COD24,TOG_1,TOG_2,TOG_3,TOG_4,TOG_5,TOG_6,TOG_7,TOG_8,TOG_9,TOG_10,TOG48,TOG37,TOG26,PCI_1,PCI_2,PCI_3,PCI_4,PCI_5,PCI_6,PCI_7,PCI_8,PCI_9,PCI_10,PCI24,PCI35,HL_1,HL_2,HL_3,HL_4,HL_5,HL_6,HL_7,HL_8,HL_9,HL_10,HL46,HL35,CKR_1,CKR_2,CKR_3,CKR_4,CKR_5,CKR_6,CKR_7,CKR_8,CKR_9,CKR_10,CKR610,CKR97,SGR_1,SGR_2,SGR_3,SGR_4,SGR_5,SGR_6,SGR_7,SGR_8,SGR_9,SGR_10,SGR610,SGR97,SGR56,BFRm1,BTm9,BTm8,BTm7,BTm6,BMm1,PCIm4,PCIm3,PCIm2,PCIm1,HODm1,HODm2,HODm3,CODm1,CODm2,CODm3,TOGm2,TOGm3,TOGm4,HLm2,HLm3,HLm4,Coke_Ratem1,Coke_Ratem2,Coke_Ratem3,Coke_Ratem6,Coke_Ratem7,Coke_Ratem8,Time_Since_Tap_Open,HM_Si,HM_S
26/11/2016 11:41,1467.7,1487.519797,1482.127007,1469.951825,1459.753191,1462.402128,1465.051064,1471.684733,1475.669466,1481.090374,1486.83369,1492.577005,1493.812258,1493.115484,1492.104545,1488.714935,1485.325325,-1146.9,7289.3,3121.5,598.5,708.5,-1470.2,-198.3,-643.4,1905.8,-400.3,-0.5,-0.08,0.29,-0.64,-1.1,0.4,-0.45,-0.45,0.46,-0.61,-0.12,-0.01,-0.01,-0.11,0.08,0.12,-0.05,0.14,0.09,0.03,-667.06,184.33,498.21,476.73,484.98,520.37,562.59,346.32,412.95,340.94,1165.27,851.39,292.4,-667.06,184.33,498.21,476.73,484.98,520.37,562.59,346.32,412.95,340.94,1165.27,292.4,0.69,-0.22,0.35,-0.6,-0.96,-1.61,-2.71,-1.86,-2.15,-2.38,-1.26,-3.06,-1.39,-0.09,6.77,0.59,0.03,0.07,-0.44,-0.19,-0.93,-0.35,-0.86,-6.74,-0.52,-32571.01,-1482.11,-19112.71,-9470.81,-14781.21,-10908.3,-2501.99,-3459.6,-3455.66,9211.52,-1437.49,4331.5,1228.8,2457,3673.1,4573.3,5774.8,6975,8178.1,9386.3,10890.8,12098.3,5123.3,2712.7,979.7,1958.5,2942,3682.6,4670.3,5658,6660.4,7663.5,8909.7,9898.1,4240.1,2249.3,987.7,245670.0863,1234.571199,1234.603545,1234.698521,1234.712413,5.501215852,55.87848445,55.14148659,53.07265199,55.51932372,12358.40695,11667.3561,11495.61662,4437.222378,4456.941893,5212.139431,47.06744562,47.0140965,47.42870607,106955.5376,117662.2084,108264.1246,20.72894374,19.92181389,18.68595784,20.17408014,20.57382112,20.96443871,51,0.488,0.016
26/11/2016 14:49,1459.4,1488.751592,1488.68934,1488.141117,1487.592893,1483.750365,1471.575182,1462.048936,1464.697872,1467.346809,1471.153435,1475.138168,1480.324599,1486.067914,1491.81123,1493.905161,1493.208387,408.6,254.2,2843.6,-348.2,4835.4,5233.5,3457.8,2374.1,-754.2,3403.3,0.72,-6.82E-13,0.48,0.91,-0.17,-0.01,-0.75,0.12,-0.23,0.64,0.24,0.3,0.27,0.35,0.29,0.44,0.35,0.5,0.6,0.48,-732,-1312.23,95.22,-929.29,-158.02,432,496.2,414.18,360.95,659.2,827.22,-580.23,382.94,-732,-1312.23,95.22,-929.29,-158.02,432,496.2,414.18,360.95,659.2,827.22,382.94,-2.73,-3.19,-4.4,-2.89,-5.76,-3.5,-5.09,-5.72,-6.5,-7.53,-2.83,-0.69,-0.31,-0.75,-2.06,-1.76,-2.26,-1.23,-1.28,-1.71,-1.97,-2.67,-1.76,-0.2,0.53,5251.41,13679.61,1558.01,-30088.62,10950.14,-16796.82,-12469.12,-6139.92,5261.05,-4707.5,13291.8,9392.13,1255.6,2825.1,3754.8,5291.3,6212.5,7435.1,8635.8,9536.9,11037.5,12240.6,4805.5,2401.7,1006.5,2262.3,3003.4,4228,4962.2,5943.5,6930.9,7671.5,8906.3,9908.7,3965.2,1975.4,981.3,247441.5042,1234.714196,1234.706663,1234.716458,1234.731294,5.625606046,55.55914192,55.69603059,55.73149719,54.69532375,12558.20927,12948.09638,12284.16488,5329.038273,5036.414792,4868.623051,45.51959233,46.29316125,46.90236564,100142.3341,108044.1935,110768.7586,21.12792384,21.22358595,19.78147138,19.45534181,19.56952895,19.6086298,64,0.612,0.013
26/11/2016 17:06,1487.2,1487.947964,1488.015924,1488.589172,1488.84467,1488.296447,1487.748223,1475.024818,1462.849635,1461.298404,1463.94734,1466.596277,1470.024427,1474.00916,1478.697326,1484.440642,1490.183957,4293.6,-4226.6,-3506.1,-5315.2,-5611.9,-2150.8,-1417.1,-4564.8,-7960.6,-4573.4,0.36,-0.15,0.53,0.14,0.13,0.27,-0.59,0.6,-0.25,0.69,0.04,-0.05,0.02,0.43,0.35,0.33,0.33,0.38,0.34,0.45,337,-247.38,-1154.14,-1791.32,-1136.53,-717.97,-666.68,-380.51,-489.71,-121.9,-1491.14,-584.38,-1543.94,337,-247.38,-1154.14,-1791.32,-1136.53,-717.97,-666.68,-380.51,-489.71,-121.9,-1491.14,-1543.94,-1.56,-0.78,0,0.13,-0.98,-1.2,-3.84,-1.31,-2.5,-4.14,-1.44,-3.84,-0.42,0.89,-0.92,-1.93,-3.61,-3.86,-3.13,-2.92,-3.76,-4.55,-3.84,-2.69,-1.93,12454.8,10477.74,18767.43,9690.95,-25076.4,9991.58,-6800.5,-16297.7,-11919.6,14607.57,300.63,-43843.83,942.1,2513.6,4083,5025.2,6274.7,7503.6,8733,9962.1,11163.5,12063.5,4559.9,2430.5,754.7,2012.6,3270.7,4024.4,5022.8,6002.2,6981.5,7961,8948.4,9688.8,3686.6,1966.9,979.4,239462.1725,1234.707804,1234.733776,1234.766142,1234.701789,5.853285067,55.4657259,54.53265283,52.13424998,48.38676498,10911.92191,11666.03793,12437.3313,5372.062038,5569.827478,5427.39036,44.6257156,44.64136363,45.30282013,102139.2617,103082.3918,97429.29022,21.48240029,23.10984485,21.34302123,20.12288564,19.77233047,19.64718432,36,0.529,0.019
26/11/2016 20:23,1489,1502.656109,1498.176471,1493.696833,1489.217195,1487.853503,1488.426752,1488.451777,1487.903553,1487.35533,1478.474453,1466.29927,1460.547872,1463.196809,1465.845745,1468.89542,1472.880153,3128.3,5610.7,10059.6,20016,14392.6,8107,9926.7,10051.3,12892,13419.2,0.25,0.47,0.08,-0.44,0.46,-0.01,-0.02,0.27,0.28,-0.77,0.1,-0.05,9.77E-15,0.09,9.77E-15,0.09,0.19,0.48,0.28,0.21,-0.63,396.32,278.97,979.18,482.01,-480.89,-546.54,-1074.14,-73.12,-402.9,279.6,396.95,582.86,-0.63,396.32,278.97,979.18,482.01,-480.89,-546.54,-1074.14,-73.12,-402.9,279.6,582.86,0.82,1.22,2.98,1.5,2.15,3.89,2.45,1.71,0.31,-0.32,0.21,-0.53,2.67,-0.76,-0.31,-0.77,1.35,0.14,-2.43,-2.18,-3.31,-2.85,-2.64,1.66,0.91,10897.2,41157.57,32335.67,42174.91,41874.05,24208.7,40723.35,26074.7,34405.07,25944.1,-17966.21,9538.38,1258.7,2518.8,3775.8,4718.4,6288.7,7544.1,8800.5,10057.7,11286.5,12516,4971.9,2486,1022.4,2044.8,3061.6,3816.1,5074.2,6080.5,7086.4,8090.9,9070.6,10049.8,3969.3,1984.2,1006.3,255943.3518,1234.683684,1234.645253,1234.628735,1234.588956,5.779243789,49.43561034,52.7476909,53.24640496,53.65734975,11853.45887,11682.49407,11519.17703,5688.199592,5738.821517,5740.904413,46.137094,45.4095681,45.00767064,99222.98543,98952.59902,97262.63985,20.67571357,21.52730247,18.72851012,21.19286481,21.08675466,20.92773499,73,0.538,0.016
26/11/2016 23:00,1487.5,1493.481081,1498.021622,1502.562162,1500.938914,1496.459276,1491.979638,1488.073248,1488.646497,1488.789848,1488.241624,1487.693401,1485.982482,1473.807299,1461.632117,1461.563298,1464.212234,28.5,5066.6,2547.9,1225.2,9687.9,21430.9,26153.3,14514.2,17115.3,12511.3,-1,-0.69,-1.79,0.18,-1.25,-0.7,-1.14,-1,-0.4,-1.55,-0.26,-0.17,-0.47,-0.53,-0.58,-0.5,-0.36,-0.57,-0.42,-0.04,625.38,541.38,77.15,-4.25,594.8,940.15,1291.32,365.12,-255.18,-1187.73,-548.23,-84,-545.63,625.38,541.38,77.15,-4.25,594.8,940.15,1291.32,365.12,-255.18,-1187.73,-548.23,-545.63,0.47,0.14,2.73,1.47,3.55,4.28,4.42,4,4.52,4.35,2.53,1.69,4.14,-0.15,-0.09,-2.46,-2.73,-1.02,0.15,1.16,-1.32,-2.1,-4.25,-2.64,1.44,-11261.41,-20737.02,-74468.52,-44658.32,-11151.56,-21431.45,-4367.17,-13156.86,-2006.03,-12674.34,23226.87,63316.96,1260.3,2836.3,4408.1,5667.3,6924.5,7867.7,9123.7,10381.3,11950.7,13206.7,5339,2827,1030.6,2311.3,3589.5,4612.1,5632.9,6391.3,7397.5,8403.9,9662,10666.7,4275.4,2264.5,758.4,260528.1925,1234.588189,1234.616794,1234.724237,1234.723022,5.547036755,53.56656748,53.47381057,52.07998055,51.78576738,11572.08522,11636.69231,11923.27405,5590.395717,5608.881085,5620.722936,48.31576172,47.48086902,46.65108164,111836.6615,143474.3892,117761.2591,23.92293761,24.19794127,24.89230809,20.91404857,20.7607261,20.99856578,70,0.738,0.015
27/11/2016 02:41,1504,1497.057143,1492.771429,1488.485714,1490.378378,1494.918919,1499.459459,1499.520362,1495.040724,1490.561086,1487.681529,1488.254777,1488.828025,1488.616244,1488.06802,1487.519797,1482.127007,3357.2,17905.7,566.8,-197.3,2308.4,3498.9,8219.6,9214.1,12961.9,24226.3,-0.53,-1.15,-9.09E-13,-0.34,-0.63,-0.1,-0.53,-0.97,-0.3,-0.7,-0.52,-0.34,-0.45,-0.49,-0.28,-0.71,-0.84,-0.83,-0.9,-0.92,596.87,-822.73,-233.3,-593.65,105.3,-608.92,-210.46,-134.4,-292.53,382.87,-830.17,-1419.6,229.08,596.87,-822.73,-233.3,-593.65,105.3,-608.92,-210.46,-134.4,-292.53,382.87,-830.17,229.08,-0.07,-1.12,0.23,0.05,0.02,1.18,2.67,2.42,4.54,4.19,2.37,2.44,2.3,0.54,3.82,0.16,-1.44,-1.06,-2.15,-2.66,-2.48,-3.06,-0.65,-5.26,-1.22,-83.1,17123.45,4994.3,-5379.46,-7249.8,-47444.83,-62851.53,-10843.12,-13485.99,-11499.89,-42065.37,-12244.1,1573,2833.5,4408.3,5668.7,7244.4,8504.7,10076.7,11336.3,12594,13850.5,5345.8,2517.3,1283.5,2313.9,3601.9,4632.4,5918.4,6941.6,8219.6,9242.4,10262.9,11268.9,4327.3,2043.3,1023.2,260245.2705,1234.636304,1234.528195,1234.53194,1234.53994,5.452496558,51.91971374,50.33085085,47.10933987,50.3278591,11087.13676,11724.22041,11926.22538,5591.159372,4786.125597,4985.13632,49.50008102,49.24089645,49.03254705,72411.30885,80572.84039,89911.60624,24.58303744,22.63140975,23.2177309,23.15497177,22.3672004,21.49816201,96,0.564,0.017
27/11/2016 06:23,1487.2,1509.029665,1505.957895,1502.886124,1499.814354,1495.771429,1491.485714,1491.740541,1496.281081,1500.821622,1502.656109,1498.176471,1493.696833,1489.217195,1487.853503,1488.426752,1489,-9530.1,-10240.7,-8520.6,-10853.8,-6541.1,-10836.6,-10763.6,-10914.2,-8712,-6388.3,-1.82,-2.14,-0.99,-1.25,-2.02,-1.26,-2.39,-2.12,-1.29,-1.62,-0.38,-1.34,-2.27,-1.44,-1.87,-1.8,-1.54,-2.04,-1.69,-2.03,-579.69,-977.29,-1188.42,-1181.2,-562.74,-1528.94,-1660.15,-1702.09,-1190.37,-1761.78,-608.73,-397.6,-203.91,-579.69,-977.29,-1188.42,-1181.2,-562.74,-1528.94,-1660.15,-1702.09,-1190.37,-1761.78,-608.73,-203.91,0.27,0.17,0.08,-0.33,-0.64,-0.21,0.19,0.31,-0.19,1.32,0.64,0.11,-0.38,-1.77,-2.58,-2.19,-2.66,-1.93,-2.61,-4.06,-4.09,-3.73,-4.59,-0.08,0.26,-2904.8,5312.62,7523.46,-9793.07,-3190.91,1041.49,-8972.07,-19088.48,-15651.73,-61393.8,10834.56,-10714.37,1258.4,2833.5,4094,5669.1,7242.6,8189.2,9763.3,11023.7,12600.4,14172,5982.8,2837.1,1023.4,2306.7,3333.4,4617.1,5902.4,6675.2,7963,8993.7,10277.9,11556.5,4881.3,2314.9,772.8,260604.3155,1234.505582,1234.447624,1234.485645,1234.531357,4.192469493,50.60284209,50.50266066,50.49118682,49.77551434,10781.50815,11248.17359,11484.08998,5222.983084,5373.98495,5249.4589,48.9545674,49.10372857,49.38660925,72006.23887,69934.6475,82337.67141,23.06611272,23.70423893,23.00865194,23.50581951,23.54513971,23.41835465,68,0.747,0.014
27/11/2016 09:11,1499.2,1487.716667,1485.725253,1501.664646,1508.415311,1505.343541,1502.27177,1494.914286,1490.628571,1488.108108,1492.648649,1497.189189,1501.72973,1501.760181,1497.280543,1492.800905,1488.321267,-1989.3,-2009.5,-8422.3,-9165.2,-11145.4,-8835.2,-11840.3,-7098.5,-11054.5,-9736.4,-0.21,1.12,0.1,-0.28,0.54,-0.16,0.13,1.12,0.18,-0.33,0.11,0.25,0.73,0.08,-1.14,-1.36,-0.78,-1.44,-1.07,-0.79,-101.83,59.31,-782.99,-804.9,-1660.19,-1509.96,-1531.03,-874.13,-2003.31,-2152.62,-681.16,161.14,-864.21,-101.83,59.31,-782.99,-804.9,-1660.19,-1509.96,-1531.03,-874.13,-2003.31,-2152.62,-681.16,-864.21,-0.53,-0.47,-0.22,-0.58,-0.34,-0.34,-1.02,-1.08,-0.58,-0.41,-0.5,-0.8,0.13,-0.38,-0.41,-2.96,-3.1,-4.15,-3.65,-4.26,-3.41,-3.99,-5.21,-2.69,-1.19,33652.94,36828.88,41990.01,43547.03,53993.77,45337.16,34559,46193.89,38386.3,31675.44,1790.13,12003.76,1244.4,2496,4071.2,5329.4,6903.9,8164.8,9739.9,10998.3,12574.1,13834.6,5669.8,2834.2,1014.1,2030.3,3309,4333.6,5616.9,6643.3,7927.3,8955.8,10243.7,11274.4,4631.1,2316.4,1026.4,253221.6658,1234.521551,1234.525346,1234.490049,1234.517935,4.123794723,49.88032211,49.10687574,47.61688035,46.95279387,9971.302496,10090.50413,10572.43951,5090.682451,5204.509658,5202.513131,49.03207564,49.0348505,48.9726552,80162.00807,76171.21963,76637.89225,20.58333369,23.1065585,22.83825774,23.60227094,23.62964642,23.58052529,61,0.837,0.013
27/11/2016 12:40,1509.9,1489.68209,1494.338806,1494.7625,1490.0125,1485.2625,1493.960606,1506.82823,1503.756459,1500.684689,1496.985714,1492.7,1488.414286,1490.454054,1494.994595,1499.535135,1503.925339,1131,-1591.7,-675.3,-5082.1,-7827.5,-7182.6,-11899.9,-14464.8,-16627.6,-15266.9,1.34,0.84,0.18,1.63,0.53,-0.2,2.22,0.53,0.24,1.56,0.03,0.03,-0.16,0.19,0.4,0.61,0.36,-0.59,-1.06,-0.76,-220.12,-413.75,-398.88,1607.09,1623.38,1174.64,861.5,202.1,-95.74,91.67,-178.76,-193.63,2020.84,-220.12,-413.75,-398.88,1607.09,1623.38,1174.64,861.5,202.1,-95.74,91.67,-178.76,2020.84,-0.44,0.25,-0.06,-0.2,-0.25,-0.65,-0.46,-0.19,-0.46,-0.71,0.01,-0.4,-0.9,0.15,-0.25,-0.07,-1.33,-1.84,-3.08,-4.01,-5.12,-5.47,-5.21,-1.08,-1.77,-17579.64,-22208.15,-27319.84,-24964.5,-9754.17,-3103.56,2079.17,-6670.32,11007.27,-8543.56,21860.94,17565.67,1245.1,2798.5,4354.6,5600.4,6846.6,8418.4,9677.4,10935.9,12511.7,13773.4,5355,2834.3,1016.6,2286.8,3557.6,4572,5586.1,6862.5,7885.2,8911.6,10194.8,11221.9,4359.4,2309.6,1276.4,246932.2099,1234.530842,1234.485221,1234.371889,1234.323449,4.278509797,46.68298493,45.80972548,45.50917417,45.36775471,11908.74691,11937.16979,11151.30758,5011.236311,5034.831726,5042.662756,48.6734161,48.6922412,48.82661158,96792.48545,105475.8782,96722.83568,24.06208815,24.51144859,23.59520523,22.7059035,22.89977525,23.34536532,85,1,0.013
27/11/2016 14:19,1483.6,1487.011013,1486.655224,1491.31194,1495.968657,1493.1,1488.35,1499.539394,1508.82488,1505.75311,1502.68134,1499.609569,1495.485714,1491.2,1487.502703,1492.043243,1496.583784,1848.5,3638.7,2194.8,3898.4,-504.2,-2767.9,-4093.8,-4604.8,-11402.1,-10913.2,0.25,0.8,0.62,0.1,1.2,0.07,0.27,1.44,0.02,0.15,-0.57,-0.39,-0.44,-0.39,-0.55,-0.13,-0.24,0.2,-0.24,-1.3,67.91,-238.8,-220.64,-111,1845.27,1674.55,1771.89,1260.3,887.77,536.73,-288.55,-306.71,127.8,67.91,-238.8,-220.64,-111,1845.27,1674.55,1771.89,1260.3,887.77,536.73,-288.55,127.8,0.62,0.95,0.19,0.6,0.87,0.23,0.31,0.2,0.11,0.29,-0.4,0.12,-0.72,0.33,0.72,0.45,0.75,-0.48,-0.87,-1.17,-2.64,-3.91,-4.48,0.03,-0.93,303.92,-220.74,-16090.42,-14379.7,-41484.69,-4385.56,-49.23,4177.67,1772.89,16716.14,9994.14,-25394.27,1230.6,2475.8,4030.3,5584.6,6830.7,8386.4,9638,10897.7,12156.1,13731.2,5344.8,2518.1,1025.3,2041.7,3312.1,4582.5,5598.5,6866.3,7882.5,8905.6,9929,11212.3,4346,2046.5,1267.8,247861.8969,1234.396638,1234.330052,1234.375711,1234.468494,4.334105301,45.5097407,45.44758354,45.33788911,45.59649897,11582.65658,11773.09254,11934.33599,5413.558735,5155.616182,5010.617437,48.70186582,48.6951854,48.66900284,82397.58964,93399.67074,99041.75046,22.21660476,23.55729342,24.45950353,22.87732531,22.65846919,22.75841748,59,1,0.013
27/11/2016 17:07,1496.9,1488.491189,1487.962555,1487.433921,1486.905286,1487.586567,1492.243284,1492.15,1487.4,1486.787879,1502.727273,1508.210526,1505.138756,1502.066986,1498.914286,1494.628571,1490.342857,2030.8,-2315.1,2072.8,4673.3,4317.7,3751.8,4475.5,292.6,-2069.2,-2640.9,-0.01,-0.31,-1.19,0.68,-0.34,-0.6,0.76,-0.15,0.14,0.71,-0.34,-1.28,-1.96,-2.01,-1.82,-1.91,-2.01,-1.84,-1.92,-1.55,121.75,-155.8,-96.41,-22.07,-621.4,-470.71,-412.93,1562.04,1509.79,1607.06,-218.16,-277.55,133.73,121.75,-155.8,-96.41,-22.07,-621.4,-470.71,-412.93,1562.04,1509.79,1607.06,-218.16,133.73,-0.45,-0.15,0.55,0.99,1.24,1.08,1.12,1.05,0.55,0.58,0.06,0.57,1.23,0.39,-0.38,0.44,0.91,0.97,0.82,0.98,-0.22,-0.7,-0.83,1.29,0.53,5272.72,4444.85,6664.56,8525.07,3673.78,-4127.19,-9821.98,-21271.56,7083.23,7823.6,-12652.26,-2990.78,1543.4,3086.6,4626.6,5860,7105.6,8658.8,10213.7,11460.1,12704.5,14271,5612.2,2490.8,1285.1,2570.4,3855.8,4878,5894.4,7164.6,8435,9450.8,10464.9,11737.2,4572.6,2029.9,1270.2,251679.2945,1234.457886,1234.556757,1234.631596,1234.617668,2.836929518,45.53545702,45.86177293,46.40439205,46.34555224,11532.79591,11569.91372,11542.50597,5742.511836,5714.888371,5529.370962,49.61666571,49.15026649,48.8004437,86329.2952,85837.87544,81590.33454,24.48695619,24.80348204,23.27326274,23.45150611,23.16937661,22.92174291,62,0.68,0.012
27/11/2016 19:21,1486.5,1480.589542,1484.15817,1487.726797,1488.085903,1487.557269,1487.028634,1491.156716,1495.813433,1493.258333,1488.508333,1483.758333,1499.008081,1508.927273,1505.855502,1502.783732,1499.711962,1241.6,2353.5,-528.6,-2890.6,622.8,2743.2,5542.5,3608.8,4700.8,695,1.11,-0.27,-0.19,1.1,0.06,0.25,1.21,0.55,0.18,1.18,-0.16,4.44E-16,-0.37,-1.11,-1.53,-2.09,-1.92,-2.07,-1.93,-2.11,137.96,258.12,58.43,-97.01,-78.93,-38.66,-167.88,-311.22,-222.7,1742.51,-79.53,120.16,-355.13,137.96,258.12,58.43,-97.01,-78.93,-38.66,-167.88,-311.22,-222.7,1742.51,-79.53,-355.13,0.19,0.68,0.3,0.92,1.36,2,2.26,1.59,1.97,2.25,0.67,1.96,1.32,0.23,0.39,-0.09,-0.52,0.15,0.56,1.1,0.77,0.96,-0.2,-0.91,0.24,4565.5,6763.11,3680.48,3608.97,10928.1,10034.76,12326.55,-4289.68,-3745.02,-28962.66,6425.79,7247.62,1553.7,2793.8,4338.2,5572.6,7420.9,8651.5,9896.7,11451.2,13005.5,14251.6,5600.1,3108.8,1330.2,2385.5,3671.1,4698.8,6241.4,7266.7,8283.1,9553.5,10823.9,11839.9,4573.2,2540.8,1025.3,250060.4531,1234.634408,1234.605688,1234.573877,1234.556236,2.36446573,46.44620752,46.32709234,46.15016149,46.04802312,11442.53718,11454.30894,11527.20026,5738.500212,5748.892319,5740.075874,50.19401232,49.98331578,49.7059431,86423.09707,88050.58825,86394.70207,24.62633852,22.52771509,24.21295303,23.64463233,23.65063312,23.62152554,61,0.68,0.012
27/11/2016 23:08,1488.5,1480.08673,1479.887678,1479.688626,1479.489573,1481.362745,1484.931373,1487.971366,1487.442731,1486.914097,1487.508955,1492.165672,1496.822388,1492.229167,1487.479167,1486.522222,1502.461616,29739.3,-4862.2,-772.8,7123.1,7582.8,5759.7,7894.1,2969.7,7851.1,10519.8,-30.52,-31.96,-32.37,-31.05,-32.35,-31.61,-31.69,-31.95,-32.68,-30.92,0.35,0.52,0.88,1.44,1.37,1.35,0.99,0.07,-0.59,-0.69,2001.58,-299.82,91.59,619.84,669.48,560.05,666.59,359.07,436.8,537.55,-1909.99,-2301.4,919.66,2001.58,-299.82,91.59,619.84,669.48,560.05,666.59,359.07,436.8,537.55,-1909.99,919.66,-0.42,0.93,0.11,-0.54,-0.57,0.2,-0.23,0.05,0.74,1.23,0.59,-0.34,-0.73,5.33,-0.89,-0.19,1.23,1.33,0.97,1.39,0.5,1.41,1.91,2.12,1.52,15420.66,9495.01,17175.51,19890.61,22693.99,18626.89,24371.96,22699.44,25364.06,27689.17,-1263.72,5518.48,1241.6,2798.7,4352.6,5590.4,7144,8383,9926.4,11469.6,12701.1,14243,5860,2774.7,1072.5,2407.6,3738.1,4802.1,6132.3,7178.9,8464,9749.3,10777.5,12056.9,4878,2313.5,1046.6,244286.9428,1234.544692,1234.561795,1234.60178,1234.651424,3.358470231,46.48204121,47.53360996,47.56752385,45.00381523,11135.63119,12034.82645,12006.59066,5671.317779,5712.306284,5688.888085,49.60374424,49.90399954,50.30993357,99823.81731,92258.37459,89516.07974,22.73292155,24.79306653,24.13512507,23.8446802,23.65752327,23.75090963,78,0.528,0.015
28/11/2016 01:41,1479.4,1485.816352,1483.514465,1481.212579,1479.997156,1479.798104,1479.599052,1482.968627,1486.537255,1488.262115,1487.73348,1487.204846,1486.676211,1489.604478,1494.261194,1494.841667,1490.091667,2324,3476.7,18679.1,5759.6,5726.9,5937.2,14984.7,16191.5,13299.4,12833.8,-0.64,37.15,0.66,-0.35,0.65,0.25,-0.02,0.55,0.37,0.21,0.27,0.58,0.12,0.51,0.61,1.18,1.27,1.28,1.15,0.62,-26.54,214.57,1466.36,769.11,703.73,716.54,1339.79,1465.56,1250.96,1194.11,1492.9,241.11,554.54,-26.54,214.57,1466.36,769.11,703.73,716.54,1339.79,1465.56,1250.96,1194.11,1492.9,554.54,-0.34,0.27,0.8,1.02,0.61,0.03,-0.57,-0.06,0.32,0.42,-1.08,-1.37,-0.24,0.46,0.63,3.34,0.97,0.95,1.03,2.63,2.87,2.34,2.24,0.34,-2.39,-1004.08,-897.47,-6944.26,-3882.24,-4988.19,3781.45,4336.76,10422.98,1749.2,4249.34,7663.69,1956.07,1543.3,3097,4651.7,5895.5,7451.1,9000.1,10240.8,11794.5,13028,14573.5,5573.4,2787.2,1343.4,2684.1,4024.9,5097.7,6428.7,7758.8,8822.6,10153.2,11181.5,12466.6,4707.8,2358.9,1330.1,262677.0367,1234.635537,1234.674538,1234.67795,1234.671055,3.26187883,46.11044521,45.62525898,47.96498902,48.25254692,12642.18652,12472.97361,11427.76282,5380.276578,5428.104737,5598.277117,50.03573993,49.78207827,49.59124106,94845.02391,100425.1112,100093.5254,25.80539003,26.22172706,23.05174308,23.95364957,23.91780226,23.87704502,71,0.532,0.017
28/11/2016 05:12,1480.1,1477.125157,1477.91044,1481.437912,1484.965385,1484.703774,1482.401887,1479.900948,1479.701896,1479.502844,1481.124837,1484.693464,1488.262092,1488.006608,1487.477974,1486.949339,1487.198507,740.8,-956.9,-151.5,109.2,165,1942.7,30005.7,-369.1,4728.7,12205.9,-0.58,-1.71,-1.42,0.4,-2.48,34.66,0.5,-1.13,-1.42,-0.4,-0.11,-0.35,-1.18,-0.66,-0.23,-0.91,-0.74,-0.56,-0.27,0.39,1870.88,1191.09,1249.75,1486.65,1321.15,1704.45,3621.98,1557.14,2113.29,2550.7,-621.13,-679.79,295.56,1870.88,1191.09,1249.75,1486.65,1321.15,1704.45,3621.98,1557.14,2113.29,2550.7,-621.13,295.56,-0.53,-0.55,-0.09,-0.38,-0.15,0.27,-0.42,1.01,0.41,-0.42,1.39,-0.33,0.82,1.28,2.58,2.72,2.7,2.75,3.05,8.1,2.6,3.48,4.85,0.12,0.03,2860.35,2796.09,-7883.3,10180.81,3639.77,-18610.55,-3768.78,-14324.91,-1679.51,3996.91,-28791.36,11523.07,1535.8,3066.3,4294.1,5829.2,7378.6,9243.2,10484.8,11731.1,13285.7,14833.6,5590.4,2800.9,1317.3,2634.1,3687.8,5015.7,6357.5,7966.4,9038.9,10107.8,11438.5,12768.5,4802.1,2399.6,1608.9,261996.0239,1234.633021,1234.198853,1228.253005,1221.003559,2.750977458,48.4008763,48.28921373,48.29174907,49.36107914,12496.71685,12753.23985,12721.13887,5443.897352,5212.031443,5272.611699,50.60172334,50.41968792,50.29493393,89729.39348,95312.15602,88661.13081,24.20619007,24.73181996,25.23362099,24.66618187,24.34864854,24.20074036,87,0.587,0.033
